"season","from","to","weight"
7,"Marge","Phoebe",1
7,"Megan","Monica",2
7,"Megan","Phoebe",2
7,"Megan","Rachel",2
7,"Megan","The Woman",1
7,"Megan","Woman",1
7,"Melissa","Monica",1
7,"Melissa","Phoebe",3
7,"Melissa","Rachel",5
7,"Melissa","Ross",1
7,"Melissa","Tag",1
7,"Melissa","Woman",1
7,"Monica","Mr Bing",3
7,"Monica","Mr Geller",12
7,"Monica","Mrs Bing",3
7,"Monica","Mrs Geller",9
7,"Monica","Phoebe",83
7,"Monica","Rachel",56
7,"Monica","Ross",60
7,"Monica","Tag",7
7,"Monica","The Chorus Line",1
7,"Monica","The Colonel",1
7,"Monica","The Cute Guy",1
7,"Monica","The Knocker",1
7,"Monica","The Man",1
7,"Monica","The Photographer",1
7,"Monica","The Rabbi",1
7,"Monica","The Second Guest",1
7,"Monica","The Waitress",1
7,"Monica","The Wedding Guest",1
7,"Monica","The Woman",3
7,"Monica","Waiter in Drag",1
7,"Monica","Woman",5
7,"Morse","Ross",2
7,"Mr Bing","Mr Geller",3
7,"Mr Bing","Mrs Bing",3
7,"Mr Bing","Mrs Geller",3
7,"Mr Bing","Phoebe",3
7,"Mr Bing","Rachel",2
7,"Mr Bing","Ross",3
7,"Mr Bing","The Rabbi",1
7,"Mr Bing","Woman",1
7,"Mr Geller","Mrs Bing",3
7,"Mr Geller","Mrs Geller",9
7,"Mr Geller","Phoebe",8
7,"Mr Geller","Rachel",5
7,"Mr Geller","Ross",12
7,"Mr Geller","Tag",1
7,"Mr Geller","The Rabbi",1
7,"Mr Geller","Woman",1
7,"Mr Zelner","Rachel",1
7,"Mr Zelner","Tag",1
7,"Mrs Bing","Mrs Geller",3
7,"Mrs Bing","Phoebe",3
7,"Mrs Bing","Rachel",2
7,"Mrs Bing","Ross",3
7,"Mrs Bing","The Rabbi",1
7,"Mrs Bing","Woman",1
7,"Mrs Geller","Phoebe",7
7,"Mrs Geller","Rachel",6
7,"Mrs Geller","Ross",6
7,"Mrs Geller","Tag",1
7,"Mrs Geller","The Rabbi",1
7,"Mrs Geller","Woman",1
7,"Nurse #1","Nurse #2",1
7,"Nurse #1","Terry",1
7,"Nurse #1","The Director",1
7,"Nurse #2","Terry",1
7,"Nurse #2","The Director",1
7,"Phoebe","Rachel",81
7,"Phoebe","Ross",63
7,"Phoebe","Smoke Detector",1
7,"Phoebe","Supervisor",2
7,"Phoebe","Tag",8
7,"Phoebe","The ""Hey Guy"" Guy",1
7,"Phoebe","The Cute Guy",1
7,"Phoebe","The Fireman",1
7,"Phoebe","The Other Woman",1
7,"Phoebe","The Rabbi",1
7,"Phoebe","The Waiter",1
7,"Phoebe","The Woman",1
7,"Phoebe","Tom",1
7,"Phoebe","Ursula",1
7,"Phoebe","Waitress",1
7,"Phoebe","Whitney",2
7,"Phoebe","Woman",6
7,"Policeman","Rachel",2
7,"Policeman","Ross",2
7,"Rachel","Ross",56
7,"Rachel","Tag",23
7,"Rachel","The Other Woman",1
7,"Rachel","The Presenter",1
7,"Rachel","The Rabbi",2
7,"Rachel","The Woman",2
7,"Rachel","Tom",1
7,"Rachel","Woman",5
7,"Richard","The Director",5
7,"Ross","Salesman",1
7,"Ross","Tag",7
7,"Ross","The Head Librarian",1
7,"Ross","The Librarian",1
7,"Ross","The Rabbi",1
7,"Ross","The Second Guest",1
7,"Ross","The Wedding Guest",1
7,"Ross","The Woman",2
7,"Ross","We Have 8",1
7,"Ross","Whitney",2
7,"Ross","Woman",5
7,"Supervisor","The ""Hey Guy"" Guy",1
7,"Terry","The Director",1
7,"The Colonel","The Waitress",1
7,"The Head Librarian","The Librarian",1
7,"The Other Woman","Woman",1
7,"The Second Guest","The Wedding Guest",1
7,"Waitress","Woman",1
8,"Airline Employee","Chandler",1
8,"Airline Employee","Monica",1
8,"Ashley","Bandleader",1
8,"Ashley","Chandler",1
8,"Ashley","Dennis Phillips",1
8,"Ashley","Fat Girl",1
8,"Ashley","Gert",1
8,"Ashley","Joey",1
8,"Ashley","Little Girl",1
8,"Ashley","Mona",1
8,"Ashley","Monica",1
8,"Ashley","Mr Geller",1
8,"Ashley","Phoebe",1
8,"Ashley","Rachel",1
8,"Ashley","Ross",1
8,"Ashley","Second Girl",1
8,"Aunt Lisa","Chandler",2
8,"Aunt Lisa","Joey",2
8,"Aunt Lisa","Man",2
8,"Aunt Lisa","Monica",2
8,"Aunt Lisa","Mr Geller",2
8,"Aunt Lisa","Mrs Geller",2
8,"Aunt Lisa","Parker",2
8,"Aunt Lisa","Phoebe",2
8,"Aunt Lisa","Rachel",2
8,"Aunt Lisa","Ross",2
8,"Aunt Lisa","Uncle Dan",1
8,"Bandleader","Chandler",2
8,"Bandleader","Dennis Phillips",2
8,"Bandleader","Fat Girl",1
8,"Bandleader","Funny",1
8,"Bandleader","Gert",1
8,"Bandleader","Joey",2
8,"Bandleader","Little Girl",1
8,"Bandleader","Mona",2
8,"Bandleader","Monica",2
8,"Bandleader","Mr Geller",1
8,"Bandleader","Mrs Bing",1
8,"Bandleader","Phoebe",2
8,"Bandleader","Rachel",2
8,"Bandleader","Ross",2
8,"Bandleader","Second Girl",1
8,"Bandleader","Waiter",1
8,"Bandleader","Woman",1
8,"Ben","Phoebe",1
8,"Ben","The Teacher",1
8,"Bob","Chandler",5
8,"Bob","Mr Franklin",2
8,"Bob","Ross",1
8,"Boy in the Cape","Chandler",1
8,"Boy in the Cape","Gunther",1
8,"Boy in the Cape","Joey",1
8,"Boy in the Cape","Kid",1
8,"Boy in the Cape","Monica",1
8,"Boy in the Cape","Rachel",1
8,"Cashier","Rachel",1
8,"Cashier","Ross",1
8,"Chandler","Clown",1
8,"Chandler","Cowgirl",1
8,"Chandler","Dennis Phillips",2
8,"Chandler","Don",2
8,"Chandler","Doug",3
8,"Chandler","Eric",2
8,"Chandler","Estelle",1
8,"Chandler","Fat Girl",1
8,"Chandler","Front Desk Clerk",2
8,"Chandler","Funny",1
8,"Chandler","Gert",1
8,"Chandler","Girl",1
8,"Chandler","Gunther",3
8,"Chandler","Hooker",2
8,"Chandler","Host",1
8,"Chandler","i Understand",1
8,"Chandler","Janice",1
8,"Chandler","Janine",1
8,"Chandler","Jill",1
8,"Chandler","Joey",61
8,"Chandler","Kid",1
8,"Chandler","Kids",1
8,"Chandler","Lauren",1
8,"Chandler","Little Girl",1
8,"Chandler","Man",3
8,"Chandler","Man at the Wedding",1
8,"Chandler","Man on Tv",1
8,"Chandler","Mike",1
8,"Chandler","Mona",5
8,"Chandler","Monica",82
8,"Chandler","Mr Franklin",2
8,"Chandler","Mr Geller",3
8,"Chandler","Mrs Bing",1
8,"Chandler","Mrs Geller",2
8,"Chandler","Nurse",1
8,"Chandler","Parker",3
8,"Chandler","Phoebe",50
8,"Chandler","Photographer",2
8,"Chandler","Rachel",48
8,"Chandler","Ross",44
8,"Chandler","Second Girl",1
8,"Chandler","Stripper",1
8,"Chandler","The Interviewer",7
8,"Chandler","Ticket Agent",1
8,"Chandler","Uncle Dan",1
8,"Chandler","Ursula",2
8,"Chandler","Waiter",1
8,"Chandler","will",2
8,"Chandler","Witch",1
8,"Chandler","Woman",4
8,"Chandler","Woman on Tv",1
8,"Cliff","Joey",2
8,"Cliff","Man",1
8,"Cliff","Phoebe",2
8,"Clown","Cowgirl",1
8,"Clown","Eric",1
8,"Clown","Girl",1
8,"Clown","Joey",1
8,"Clown","Kids",1
8,"Clown","Mona",1
8,"Clown","Monica",1
8,"Clown","Phoebe",1
8,"Clown","Rachel",1
8,"Clown","Ross",1
8,"Clown","Ursula",1
8,"Clown","Witch",1
8,"Cowgirl","Eric",1
8,"Cowgirl","Girl",1
8,"Cowgirl","Joey",1
8,"Cowgirl","Kids",1
8,"Cowgirl","Mona",1
8,"Cowgirl","Monica",1
8,"Cowgirl","Phoebe",1
8,"Cowgirl","Rachel",1
8,"Cowgirl","Ross",1
8,"Cowgirl","Ursula",1
8,"Cowgirl","Witch",1
8,"Dennis Phillips","Fat Girl",1
8,"Dennis Phillips","Funny",1
8,"Dennis Phillips","Gert",1
8,"Dennis Phillips","Joey",2
8,"Dennis Phillips","Little Girl",1
8,"Dennis Phillips","Mona",2
8,"Dennis Phillips","Monica",2
8,"Dennis Phillips","Mr Geller",1
8,"Dennis Phillips","Mrs Bing",1
8,"Dennis Phillips","Phoebe",2
8,"Dennis Phillips","Rachel",2
8,"Dennis Phillips","Ross",2
8,"Dennis Phillips","Second Girl",1
8,"Dennis Phillips","Waiter",1
8,"Dennis Phillips","Woman",1
8,"Dina","Joey",4
8,"Dina","Rachel",4
8,"Director","Dr Drake Ramoray",1
8,"Director","Joey",1
8,"Director","Joey's Co-Star",1
8,"Director","Kash",1
8,"Director","Rachel",1
8,"Doctor","Dr Long",1
8,"Doctor","Joey",1
8,"Doctor","Rachel",2
8,"Doctor","Ross",2
8,"Doctor","Woman Giving Birth",1
8,"Don","Monica",2
8,"Don","Phoebe",2
8,"Doug","Monica",1
8,"Dr Drake Ramoray","Joey",1
8,"Dr Drake Ramoray","Joey's Co-Star",1
8,"Dr Drake Ramoray","Kash",1
8,"Dr Drake Ramoray","Rachel",1
8,"Dr Green","Joey",2
8,"Dr Green","Mona",3
8,"Dr Green","Phoebe",3
8,"Dr Green","Rachel",3
8,"Dr Green","Ross",3
8,"Dr Green","Waiter",1
8,"Dr Long","Joey",1
8,"Dr Long","Julie",1
8,"Dr Long","Man",1
8,"Dr Long","Marc",1
8,"Dr Long","Nurse",1
8,"Dr Long","Rachel",8
8,"Dr Long","Ross",8
8,"Dr Long","Woman",1
8,"Dr Long","Woman Giving Birth",1
8,"Dr Schiff","Nurse",1
8,"Dr Schiff","Rachel",1
8,"Eric","Girl",1
8,"Eric","Joey",2
8,"Eric","Kids",1
8,"Eric","Mona",2
8,"Eric","Monica",2
8,"Eric","Phoebe",6
8,"Eric","Rachel",3
8,"Eric","Ross",3
8,"Eric","Ursula",2
8,"Eric","Witch",1
8,"Erin","Joey",1
8,"Erin","Man",1
8,"Erin","Ray",1
8,"Estelle","Joey",1
8,"Estelle","Monica",1
8,"Estelle","Phoebe",1
8,"Estelle","Rachel",1
8,"Evil Bitch","Rachel",1
8,"Evil Bitch","Ross",1
8,"Evil Bitch","Sick Bastard",1
8,"Fat Girl","Gert",1
8,"Fat Girl","Joey",1
8,"Fat Girl","Little Girl",1
8,"Fat Girl","Mona",1
8,"Fat Girl","Monica",1
8,"Fat Girl","Mr Geller",1
8,"Fat Girl","Phoebe",1
8,"Fat Girl","Rachel",1
8,"Fat Girl","Ross",1
8,"Fat Girl","Second Girl",1
8,"Front Desk Clerk","Joey",1
8,"Front Desk Clerk","Man",1
8,"Front Desk Clerk","Monica",2
8,"Front Desk Clerk","Phoebe",1
8,"Front Desk Clerk","Rachel",1
8,"Front Desk Clerk","Woman",1
8,"Funny","Joey",1
8,"Funny","Mona",1
8,"Funny","Monica",1
8,"Funny","Mrs Bing",1
8,"Funny","Phoebe",1
8,"Funny","Rachel",1
8,"Funny","Ross",1
8,"Funny","Waiter",1
8,"Funny","Woman",1
8,"Gert","Joey",1
8,"Gert","Little Girl",1
8,"Gert","Mona",1
8,"Gert","Monica",1
8,"Gert","Mr Geller",1
8,"Gert","Phoebe",1
8,"Gert","Rachel",1
8,"Gert","Ross",1
8,"Gert","Second Girl",1
8,"Girl","Joey",1
8,"Girl","Kids",1
8,"Girl","Mona",1
8,"Girl","Monica",1
8,"Girl","Phoebe",1
8,"Girl","Rachel",1
8,"Girl","Ross",1
8,"Girl","Ursula",1
8,"Girl","Witch",1
8,"Gunther","Host",1
8,"Gunther","Joey",7
8,"Gunther","Kid",1
8,"Gunther","Lauren",1
8,"Gunther","Mike",1
8,"Gunther","Monica",2
8,"Gunther","Phoebe",2
8,"Gunther","Rachel",4
8,"Gunther","Ross",4
8,"Gunther","The Interviewer",2
8,"Guy","Jim",1
8,"Guy","Monica",2
8,"Guy","Phoebe",3
8,"Guy","Tim",1
8,"Hooker","Joey",2
8,"Hooker","Monica",1
8,"Host","Joey",1
8,"Host","Lauren",1
8,"Host","Mike",1
8,"Host","Monica",1
8,"Host","Phoebe",1
8,"Host","Rachel",1
8,"Host","Ross",1
8,"Host","The Interviewer",1
8,"i Understand","Joey",1
8,"i Understand","Mona",1
8,"i Understand","Monica",1
8,"i Understand","Ross",1
8,"Janice","Man",1
8,"Janice","Monica",1
8,"Janice","Rachel",3
8,"Janice","Ross",3
8,"Janice","Sid",1
8,"Janine","Jill",1
8,"Janine","Joey",1
8,"Janine","Rachel",1
8,"Janine","Ross",1
8,"Janine","The Interviewer",1
8,"Janine","Woman",1
8,"Jill","Joey",1
8,"Jill","Rachel",1
8,"Jill","Ross",1
8,"Jill","The Interviewer",1
8,"Jill","Woman",1
8,"Jim","Phoebe",2
8,"Joey","Joey's Co-Star",1
8,"Joey","Joey's Date",1
8,"Joey","Kash",2
8,"Joey","Kid",1
8,"Joey","Kids",1
8,"Joey","Lauren",1
8,"Joey","Little Girl",1
8,"Joey","Man",5
8,"Joey","Mike",1
8,"Joey","Mona",8
8,"Joey","Monica",52
8,"Joey","Mr Geller",3
8,"Joey","Mr Treeger",2
8,"Joey","Mr Zelner",1
8,"Joey","Mrs Bing",1
8,"Joey","Mrs Geller",2
8,"Joey","Nurse",2
8,"Joey","Parker",3
8,"Joey","Phoebe",56
8,"Joey","Photographer",1
8,"Joey","Rachel",75
8,"Joey","Ray",1
8,"Joey","Ross",59
8,"Joey","Second Girl",1
8,"Joey","Stripper",1
8,"Joey","The Acting Teacher",1
8,"Joey","The Cooking Teacher",3
8,"Joey","The Food Critic",1
8,"Joey","The Interviewer",7
8,"Joey","Uncle Dan",1
8,"Joey","Ursula",2
8,"Joey","Waiter",2
8,"Joey","Waitress",1
8,"Joey","will",2
8,"Joey","Witch",1
8,"Joey","Woman",2
8,"Joey's Co-Star","Kash",1
8,"Joey's Co-Star","Rachel",1
8,"Julie","Man",1
8,"Julie","Marc",2
8,"Julie","Mrs Geller",1
8,"Julie","Rachel",2
8,"Julie","Ross",2
8,"Julie","Woman",1
8,"Kash","Rachel",2
8,"Kash","Ross",1
8,"Katie","Rachel",2
8,"Katie","Ross",2
8,"Kid","Monica",1
8,"Kid","Rachel",1
8,"Kids","Mona",1
8,"Kids","Monica",1
8,"Kids","Phoebe",1
8,"Kids","Rachel",1
8,"Kids","Ross",1
8,"Kids","Ursula",1
8,"Kids","Witch",1
8,"Kristen","Ross",1
8,"Lauren","Mike",1
8,"Lauren","Monica",1
8,"Lauren","Phoebe",1
8,"Lauren","Rachel",1
8,"Lauren","Ross",1
8,"Lauren","The Interviewer",1
8,"Little Girl","Mona",1
8,"Little Girl","Monica",1
8,"Little Girl","Mr Geller",1
8,"Little Girl","Phoebe",1
8,"Little Girl","Rachel",1
8,"Little Girl","Ross",1
8,"Little Girl","Second Girl",1
8,"Locksmith","Mona",1
8,"Locksmith","Ross",1
8,"Man","Marc",1
8,"Man","Monica",3
8,"Man","Mr Geller",2
8,"Man","Mrs Geller",2
8,"Man","Parker",2
8,"Man","Phoebe",3
8,"Man","Rachel",4
8,"Man","Ray",1
8,"Man","Ross",4
8,"Man","Sid",1
8,"Man","Uncle Dan",1
8,"Man","Woman",2
8,"Man at the Wedding","Ross",1
8,"Man on Tv","Monica",1
8,"Man on Tv","Rachel",1
8,"Man on Tv","Woman on Tv",2
8,"Marc","Mrs Geller",1
8,"Marc","Rachel",2
8,"Marc","Ross",2
8,"Marc","Woman",1
8,"Mike","Monica",1
8,"Mike","Phoebe",1
8,"Mike","Rachel",1
8,"Mike","Ross",1
8,"Mike","The Interviewer",1
8,"Mona","Mona's Date",1
8,"Mona","Monica",5
8,"Mona","Mr Geller",1
8,"Mona","Mrs Bing",1
8,"Mona","Phoebe",5
8,"Mona","Rachel",6
8,"Mona","Ross",20
8,"Mona","Second Girl",1
8,"Mona","Ursula",2
8,"Mona","Waiter",1
8,"Mona","Witch",1
8,"Mona","Woman",1
8,"Mona's Date","Ross",1
8,"Monica","Mr Geller",3
8,"Monica","Mrs Bing",1
8,"Monica","Mrs Geller",2
8,"Monica","Mrs Green",5
8,"Monica","Nurse",1
8,"Monica","Parker",3
8,"Monica","Phoebe",67
8,"Monica","Photographer",1
8,"Monica","Rachel",54
8,"Monica","Roger",1
8,"Monica","Ross",43
8,"Monica","Second Girl",1
8,"Monica","Stu",1
8,"Monica","The Acting Teacher",1
8,"Monica","The Cooking Teacher",3
8,"Monica","The Food Critic",1
8,"Monica","The Girls",1
8,"Monica","The Interviewer",3
8,"Monica","Ticket Agent",1
8,"Monica","Tim",2
8,"Monica","Uncle Dan",1
8,"Monica","Ursula",2
8,"Monica","Waiter",1
8,"Monica","will",2
8,"Monica","Witch",1
8,"Monica","Woman",4
8,"Monica","Woman on Tv",1
8,"Mr Franklin","Ross",1
8,"Mr Geller","Mrs Geller",2
8,"Mr Geller","Parker",2
8,"Mr Geller","Phoebe",3
8,"Mr Geller","Rachel",3
8,"Mr Geller","Ross",3
8,"Mr Geller","Second Girl",1
8,"Mr Geller","Uncle Dan",1
8,"Mr Treeger","Phoebe",2
8,"Mr Treeger","Ross",1
8,"Mr Zelner","Rachel",1
8,"Mrs Bing","Phoebe",1
8,"Mrs Bing","Rachel",1
8,"Mrs Bing","Ross",1
8,"Mrs Bing","Waiter",1
8,"Mrs Bing","Woman",1
8,"Mrs Geller","Parker",2
8,"Mrs Geller","Phoebe",2
8,"Mrs Geller","Rachel",4
8,"Mrs Geller","Ross",4
8,"Mrs Geller","Uncle Dan",1
8,"Mrs Green","Phoebe",5
8,"Mrs Green","Rachel",5
8,"Mrs Green","Ross",2
8,"Mrs Green","Woman",1
8,"Nurse","Phoebe",2
8,"Nurse","Rachel",4
8,"Nurse","Ross",3
8,"Nurse","Woman",1
8,"Parker","Phoebe",4
8,"Parker","Rachel",3
8,"Parker","Ross",3
8,"Parker","Uncle Dan",1
8,"Phoebe","Photographer",2
8,"Phoebe","Rachel",59
8,"Phoebe","Roger",1
8,"Phoebe","Ross",49
8,"Phoebe","Second Girl",1
8,"Phoebe","Tag",2
8,"Phoebe","The Girls",1
8,"Phoebe","The Interviewer",4
8,"Phoebe","The Teacher",1
8,"Phoebe","Tim",3
8,"Phoebe","Trudie Styler",1
8,"Phoebe","Uncle Dan",1
8,"Phoebe","Ursula",3
8,"Phoebe","Waiter",2
8,"Phoebe","will",2
8,"Phoebe","Witch",1
8,"Phoebe","Woman",2
8,"Photographer","Rachel",2
8,"Photographer","Ross",1
8,"Rachel","Roger",1
8,"Rachel","Ross",82
8,"Rachel","Second Girl",1
8,"Rachel","Sick Bastard",1
8,"Rachel","Sid",1
8,"Rachel","Tag",2
8,"Rachel","The Girls",1
8,"Rachel","The Interviewer",5
8,"Rachel","Uncle Dan",1
8,"Rachel","Ursula",2
8,"Rachel","Waiter",3
8,"Rachel","Waitress",1
8,"Rachel","will",2
8,"Rachel","Witch",1
8,"Rachel","Woman",6
8,"Rachel","Woman Giving Birth",1
8,"Rachel","Woman on Tv",1
8,"Roger","Ross",1
8,"Ross","Second Girl",1
8,"Ross","Sick Bastard",1
8,"Ross","Sid",1
8,"Ross","Student",1
8,"Ross","Tag",1
8,"Ross","The Interviewer",6
8,"Ross","Uncle Dan",1
8,"Ross","Ursula",2
8,"Ross","Waiter",1
8,"Ross","will",2
8,"Ross","Witch",1
8,"Ross","Woman",5
8,"Ross","Woman Giving Birth",1
8,"The Cooking Teacher","The Food Critic",1
8,"The Interviewer","Woman",1
8,"Ticket Agent","Woman",1
8,"Ursula","Witch",1
8,"Waiter","Waiter No. 2",1
8,"Waiter","Woman",1
9,"Alexandra Steele","Joey",1
9,"Alexandra Steele","Rachel",1
9,"Amy","Amy Storms Out",1
9,"Amy","Chandler",1
9,"Amy","Joey",1
9,"Amy","Joey Laughs",1
9,"Amy","Joey Nods",1
9,"Amy","Monica",1
9,"Amy","Phoebe",1
9,"Amy","Rachel",1
9,"Amy","Ross",1
9,"Amy","Tv Announcer",1
9,"Amy","Woman at Door",1
9,"Amy Storms Out","Chandler",1
9,"Amy Storms Out","Joey",1
9,"Amy Storms Out","Joey Laughs",1
9,"Amy Storms Out","Joey Nods",1
9,"Amy Storms Out","Monica",1
9,"Amy Storms Out","Phoebe",1
9,"Amy Storms Out","Rachel",1
9,"Amy Storms Out","Ross",1
9,"Amy Storms Out","Tv Announcer",1
9,"Amy Storms Out","Woman at Door",1
9,"Another Extra","Director",1
9,"Another Extra","Extra",1
9,"Another Extra","Joey",1
9,"Another Extra","Man",1
9,"Another Extra","Phoebe",1
9,"Ben","Chandler",1
9,"Ben","Monica",1
9,"Ben","Ross",1
9,"Bill","Kevin",1
9,"Bill","Phoebe",1
9,"Bill","Rachel",1
9,"Bitter Lady","Chandler",2
9,"Bitter Woman","Chandler",1
9,"Bitter Woman","Monica",1
9,"Bitter Woman","Phoebe",1
9,"Blonde Girl","Chandler",1
9,"Blonde Girl","Ross",1
9,"Boy","Girl",1
9,"Boy","Nurse",1
9,"Boy","Receptionist",1
9,"Boy","Ross",1
9,"Boy","Woman",1
9,"Chandler","Chandlers",1
9,"Chandler","Charlie",6
9,"Chandler","Claudia",2
9,"Chandler","Cut to",1
9,"Chandler","David",5
9,"Chandler","Dirk",1
9,"Chandler","Doctor Connelly",1
9,"Chandler","Gavin",1
9,"Chandler","Gunther",1
9,"Chandler","Handyman",1
9,"Chandler","Interviewer",1
9,"Chandler","Janice",2
9,"Chandler","Jeanette",1
9,"Chandler","Jo Lynn",1
9,"Chandler","Joey",44
9,"Chandler","Joey Laughs",1
9,"Chandler","Joey Nods",1
9,"Chandler","Ken",2
9,"Chandler","Kori",1
9,"Chandler","Maitre D'",1
9,"Chandler","Message",1
9,"Chandler","Michelle",1
9,"Chandler","Mike",9
9,"Chandler","Molly",3
9,"Chandler","Monica",88
9,"Chandler","Mr Geller",5
9,"Chandler","Ms Mckenna",3
9,"Chandler","Nurse",1
9,"Chandler","Others",2
9,"Chandler","Phoebe",39
9,"Chandler","Professor Spafford",1
9,"Chandler","Racel",1
9,"Chandler","Rachel",40
9,"Chandler","Receptionist",2
9,"Chandler","Ross",47
9,"Chandler","Second Message",1
9,"Chandler","Steve",2
9,"Chandler","Tom",1
9,"Chandler","Tv",1
9,"Chandler","Tv Announcer",1
9,"Chandler","Waiter",1
9,"Chandler","Woman",2
9,"Chandler","Woman at Door",1
9,"Chandler","Zack",4
9,"Chandlers","Ross",1
9,"Charlie","David",1
9,"Charlie","Gunther",1
9,"Charlie","Homo Ergaster",1
9,"Charlie","Joey",13
9,"Charlie","Man with a Bow Tie",1
9,"Charlie","Matthew Ashford",1
9,"Charlie","Mike",1
9,"Charlie","Monica",6
9,"Charlie","Mr Oberblau",1
9,"Charlie","Paleontologist",1
9,"Charlie","Phoebe",7
9,"Charlie","Professor Spafford",2
9,"Charlie","Professore Clerk",1
9,"Charlie","Rache",1
9,"Charlie","Rachel",13
9,"Charlie","Ross",16
9,"Charlie","Sarah",1
9,"Charlie","Shop Assistant",1
9,"Charlie","Woman",2
9,"Charlie","Zack",1
9,"Chase Lassiter","Director",1
9,"Chase Lassiter","Joey",1
9,"Chase Lassiter","Rachel",1
9,"Claudia","Ken",2
9,"Claudia","Others",1
9,"Cut to","Joey",1
9,"Cut to","Monica",1
9,"David","Joey",1
9,"David","Mike",1
9,"David","Monica",4
9,"David","Phoebe",4
9,"David","Rachel",2
9,"David","Zack",1
9,"Director","Extra",1
9,"Director","Joey",5
9,"Director","Man",1
9,"Director","Phoebe",4
9,"Director","Rachel",1
9,"Dirk","Joey",1
9,"Dirk","Monica",1
9,"Dirk","Rachel",1
9,"Dirk","Ross",1
9,"Doctor Connelly","Monica",1
9,"Dr Gettleman","Rachel",1
9,"Dr Gettleman","Receptionist",1
9,"Dr Gettleman","Ross",1
9,"Extra","Joey",1
9,"Extra","Man",1
9,"Extra","Phoebe",1
9,"Gavin","Guy",1
9,"Gavin","Heather",1
9,"Gavin","Molly",1
9,"Gavin","Monica",2
9,"Gavin","Mr Zelner",2
9,"Gavin","Phoebe",1
9,"Gavin","Rachel",8
9,"Gavin","Ross",2
9,"Girl","Nurse",1
9,"Girl","Receptionist",1
9,"Girl","Ross",1
9,"Girl","Woman",1
9,"Gunther","Hayley",1
9,"Gunther","Joey",3
9,"Gunther","Monica",2
9,"Gunther","Phoebe",1
9,"Gunther","Professor Spafford",1
9,"Gunther","Ross",2
9,"Guy","Rachel",1
9,"Guy","Ross",1
9,"Handyman","Monica",1
9,"Handyman","Rachel",1
9,"Hayley","Hayley's Roommate",1
9,"Hayley","Joey",3
9,"Hayley","Monica",1
9,"Hayley's Roommate","Joey",1
9,"Heather","Rachel",1
9,"Homo Ergaster","Rachel",1
9,"Homo Ergaster","Ross",1
9,"Jane","Joey",1
9,"Jane","Message",1
9,"Jane","Rachel",1
9,"Janice","Monica",1
9,"Janice","Nurse",1
9,"Jeanette","Zack",1
9,"Jo Lynn","Joey",1
9,"Jo Lynn","Monica",1
9,"Joey","Joey Laughs",1
9,"Joey","Joey Nods",1
9,"Joey","Kyle Lowder",1
9,"Joey","Maitre D'",2
9,"Joey","Man",1
9,"Joey","Man with a Bow Tie",1
9,"Joey","Mary Ellen",2
9,"Joey","Message",2
9,"Joey","Mike",7
9,"Joey","Molly",4
9,"Joey","Monica",39
9,"Joey","Mr Geller",3
9,"Joey","Nurse",2
9,"Joey","Others",1
9,"Joey","Phoebe",46
9,"Joey","Racel",1
9,"Joey","Rachel",57
9,"Joey","Ross",47
9,"Joey","Salon Girl",1
9,"Joey","Sarah",1
9,"Joey","Second Message",1
9,"Joey","Sonia",1
9,"Joey","Steve",4
9,"Joey","Tv",1
9,"Joey","Tv Announcer",1
9,"Joey","Waiter",6
9,"Joey","Waiters",1
9,"Joey","Woman",3
9,"Joey","Woman at Door",1
9,"Joey Laughs","Joey Nods",1
9,"Joey Laughs","Monica",1
9,"Joey Laughs","Phoebe",1
9,"Joey Laughs","Rachel",1
9,"Joey Laughs","Ross",1
9,"Joey Laughs","Tv Announcer",1
9,"Joey Laughs","Woman at Door",1
9,"Joey Nods","Monica",1
9,"Joey Nods","Phoebe",1
9,"Joey Nods","Rachel",1
9,"Joey Nods","Ross",1
9,"Joey Nods","Tv Announcer",1
9,"Joey Nods","Woman at Door",1
9,"Ken","Others",1
9,"Kevin","Phoebe",1
9,"Kevin","Rachel",1
9,"Kori","Monica",1
9,"Kori","Ross",1
9,"Kori","Tom",1
9,"Kyle Lowder","Monica",1
9,"Kyle Lowder","Phoebe",1
9,"Maitre D'","Monica",1
9,"Maitre D'","Phoebe",2
9,"Maitre D'","Rachel",1
9,"Maitre D'","Ross",1
9,"Maitre D'","Waiter",2
9,"Man","Phoebe",1
9,"Man with a Bow Tie","Mike",1
9,"Man with a Bow Tie","Monica",1
9,"Man with a Bow Tie","Rachel",1
9,"Man with a Bow Tie","Ross",1
9,"Manny","Mike",1
9,"Manny","Monica",1
9,"Manny","Phoebe",1
9,"Manny","Strange Man",1
9,"Mary Ellen","Mike",2
9,"Mary Ellen","Phoebe",2
9,"Matthew Ashford","Monica",1
9,"Matthew Ashford","Phoebe",1
9,"Matthew Ashford","Rache",1
9,"Matthew Ashford","Rachel",1
9,"Matthew Ashford","Ross",1
9,"Message","Monica",1
9,"Message","Phoebe",1
9,"Message","Rachel",2
9,"Message","Ross",1
9,"Message","Second Message",1
9,"Message","Steve",1
9,"Message","Tv",1
9,"Michelle","Rachel",2
9,"Michelle","Ross",3
9,"Michelle","Woman",1
9,"Mike","Molly",1
9,"Mike","Monica",15
9,"Mike","Phoebe",28
9,"Mike","Rachel",6
9,"Mike","Ross",14
9,"Mike","Strange Man",1
9,"Molly","Monica",2
9,"Molly","Phoebe",1
